District ID,District Name,Grade,Gender,Total students assessed,Total students achieving HFZ at least once,Percentage achieving HFZ at least once,Total not achieving HFZ on any assessment,Percentage not achieving HFZ on any assessment,Total achieving HFZ exactly once,Total % achieving HFZ exactly once,Total achieving HFZ twice,Total % achieving HFZ twice,Total achieving HFZ  three times,Total % achieving HFZ  three times,Total achieving HFZ four times,Total % achieving HFZ four times,Total achieving HFZ five times,Total % achieving HFZ five times,Total achieving HFZ more than 5 times,Total % achieving HFZ more than 5 times
220902.0,BIRDVILLE ISD,8.0,Boys,767.0,762.0,99.3481,5.0,0.65189,24.0,3.12907,49.0,6.38853,91.0,11.8644,170.0,22.1643,195.0,25.4237,233.0,30.3781
220902.0,BIRDVILLE ISD,9.0,Girls,562.0,562.0,100.0,,,4.0,0.711744,49.0,8.71886,137.0,24.3772,196.0,34.8754,153.0,27.2242,23.0,4.09253
220902.0,BIRDVILLE ISD,9.0,Boys,663.0,659.0,99.3967,4.0,0.603318,26.0,3.92157,79.0,11.9155,173.0,26.0935,226.0,34.0875,137.0,20.6637,18.0,2.71493
220902.0,BIRDVILLE ISD,10.0,Girls,489.0,487.0,99.591,2.0,0.408998,14.0,2.86299,35.0,7.15746,122.0,24.9489,195.0,39.8773,111.0,22.6994,10.0,2.04499
220902.0,BIRDVILLE ISD,10.0,Boys,578.0,574.0,99.308,4.0,0.692042,24.0,4.15225,81.0,14.0138,176.0,30.4498,187.0,32.3529,89.0,15.3979,17.0,2.94118
220902.0,BIRDVILLE ISD,11.0,Girls,393.0,389.0,98.9822,4.0,1.01781,10.0,2.54453,41.0,10.4326,103.0,26.2087,153.0,38.9313,74.0,18.8295,8.0,2.03562
220902.0,BIRDVILLE ISD,11.0,Boys,408.0,405.0,99.2647,3.0,0.735294,26.0,6.37255,70.0,17.1569,122.0,29.902,121.0,29.6569,55.0,13.4804,11.0,2.69608
220902.0,BIRDVILLE ISD,12.0,Girls,241.0,238.0,98.7552,3.0,1.24481,6.0,2.48963,43.0,17.8423,85.0,35.2697,81.0,33.61,22.0,9.12863,1.0,0.414938
220902.0,BIRDVILLE ISD,12.0,Boys,252.0,249.0,98.8095,3.0,1.19048,21.0,8.33333,56.0,22.2222,70.0,27.7778,66.0,26.1905,29.0,11.5079,7.0,2.77778
178902.0,BISHOP CISD,3.0,Girls,42.0,42.0,100.0,,,1.0,2.38095,,,5.0,11.9048,15.0,35.7143,15.0,35.7143,6.0,14.2857
178902.0,BISHOP CISD,3.0,Boys,34.0,34.0,100.0,,,1.0,2.94118,1.0,2.94118,7.0,20.5882,7.0,20.5882,13.0,38.2353,5.0,14.7059
178902.0,BISHOP CISD,4.0,Girls,52.0,52.0,100.0,,,,,3.0,5.76923,6.0,11.5385,14.0,26.9231,11.0,21.1538,18.0,34.6154
178902.0,BISHOP CISD,4.0,Boys,33.0,32.0,96.9697,1.0,3.0303,5.0,15.1515,5.0,15.1515,4.0,12.1212,5.0,15.1515,5.0,15.1515,8.0,24.2424
178902.0,BISHOP CISD,5.0,Girls,32.0,31.0,96.875,1.0,3.125,1.0,3.125,5.0,15.625,2.0,6.25,14.0,43.75,4.0,12.5,5.0,15.625
178902.0,BISHOP CISD,5.0,Boys,51.0,50.0,98.0392,1.0,1.96078,7.0,13.7255,7.0,13.7255,9.0,17.6471,13.0,25.4902,6.0,11.7647,8.0,15.6863
178902.0,BISHOP CISD,6.0,Girls,53.0,53.0,100.0,,,3.0,5.66038,9.0,16.9811,10.0,18.8679,11.0,20.7547,14.0,26.4151,6.0,11.3208
178902.0,BISHOP CISD,6.0,Boys,58.0,55.0,94.8276,3.0,5.17241,14.0,24.1379,10.0,17.2414,11.0,18.9655,8.0,13.7931,6.0,10.3448,6.0,10.3448
178902.0,BISHOP CISD,7.0,Girls,50.0,50.0,100.0,,,1.0,2.0,6.0,12.0,10.0,20.0,8.0,16.0,6.0,12.0,19.0,38.0
178902.0,BISHOP CISD,7.0,Boys,54.0,54.0,100.0,,,,,10.0,18.5185,13.0,24.0741,8.0,14.8148,12.0,22.2222,11.0,20.3704
178902.0,BISHOP CISD,8.0,Girls,38.0,37.0,97.3684,1.0,2.63158,2.0,5.26316,3.0,7.89474,9.0,23.6842,5.0,13.1579,7.0,18.4211,11.0,28.9474
178902.0,BISHOP CISD,8.0,Boys,43.0,43.0,100.0,,,1.0,2.32558,1.0,2.32558,9.0,20.9302,7.0,16.2791,15.0,34.8837,10.0,23.2558
178902.0,BISHOP CISD,9.0,Girls,53.0,53.0,100.0,,,5.0,9.43396,12.0,22.6415,8.0,15.0943,11.0,20.7547,14.0,26.4151,3.0,5.66038
178902.0,BISHOP CISD,9.0,Boys,56.0,56.0,100.0,,,5.0,8.92857,7.0,12.5,17.0,30.3571,13.0,23.2143,14.0,25.0,,
178902.0,BISHOP CISD,10.0,Girls,44.0,43.0,97.7273,1.0,2.27273,7.0,15.9091,8.0,18.1818,11.0,25.0,6.0,13.6364,8.0,18.1818,3.0,6.81818
178902.0,BISHOP CISD,10.0,Boys,39.0,39.0,100.0,,,1.0,2.5641,4.0,10.2564,8.0,20.5128,14.0,35.8974,11.0,28.2051,1.0,2.5641
178902.0,BISHOP CISD,11.0,Girls,36.0,35.0,97.2222,1.0,2.77778,3.0,8.33333,3.0,8.33333,10.0,27.7778,7.0,19.4444,12.0,33.3333,,
178902.0,BISHOP CISD,11.0,Boys,34.0,34.0,100.0,,,2.0,5.88235,2.0,5.88235,8.0,23.5294,14.0,41.1765,6.0,17.6471,2.0,5.88235
178902.0,BISHOP CISD,12.0,Girls,23.0,21.0,91.3043,2.0,8.69565,4.0,17.3913,2.0,8.69565,7.0,30.4348,3.0,13.0435,5.0,21.7391,,
178902.0,BISHOP CISD,12.0,Boys,39.0,39.0,100.0,,,5.0,12.8205,4.0,10.2564,15.0,38.4615,7.0,17.9487,8.0,20.5128,,
177903.0,BLACKWELL CISD,3.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,3.0,Boys,7.0,7.0,100.0,,,,,,,1.0,14.2857,4.0,57.1429,2.0,28.5714,,
177903.0,BLACKWELL CISD,4.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,4.0,Boys,6.0,6.0,100.0,,,,,2.0,33.3333,2.0,33.3333,1.0,16.6667,1.0,16.6667,,
177903.0,BLACKWELL CISD,5.0,Girls,7.0,7.0,100.0,,,1.0,14.2857,1.0,14.2857,1.0,14.2857,2.0,28.5714,2.0,28.5714,,
177903.0,BLACKWELL CISD,5.0,Boys,6.0,6.0,100.0,,,,,1.0,16.6667,1.0,16.6667,,,4.0,66.6667,,
177903.0,BLACKWELL CISD,6.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,6.0,Boys,7.0,7.0,100.0,,,2.0,28.5714,1.0,14.2857,3.0,42.8571,1.0,14.2857,,,,
177903.0,BLACKWELL CISD,7.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,7.0,Boys,10.0,10.0,100.0,,,3.0,30.0,2.0,20.0,3.0,30.0,1.0,10.0,1.0,10.0,,
177903.0,BLACKWELL CISD,8.0,Girls,8.0,8.0,100.0,,,,,,,1.0,12.5,3.0,37.5,1.0,12.5,3.0,37.5
177903.0,BLACKWELL CISD,8.0,Boys,8.0,8.0,100.0,,,,,1.0,12.5,,,3.0,37.5,3.0,37.5,1.0,12.5
177903.0,BLACKWELL CISD,9.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,9.0,Boys,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,10.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,10.0,Boys,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,11.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,11.0,Boys,6.0,6.0,100.0,,,,,,,1.0,16.6667,3.0,50.0,2.0,33.3333,,
177903.0,BLACKWELL CISD,12.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
177903.0,BLACKWELL CISD,12.0,Boys,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
16902.0,BLANCO ISD,3.0,Girls,34.0,34.0,100.0,,,,,,,,,1.0,2.94118,11.0,32.3529,22.0,64.7059
16902.0,BLANCO ISD,3.0,Boys,36.0,36.0,100.0,,,,,,,3.0,8.33333,3.0,8.33333,15.0,41.6667,15.0,41.6667
16902.0,BLANCO ISD,4.0,Girls,41.0,41.0,100.0,,,,,,,1.0,2.43902,4.0,9.7561,11.0,26.8293,25.0,60.9756
16902.0,BLANCO ISD,4.0,Boys,32.0,32.0,100.0,,,,,2.0,6.25,1.0,3.125,2.0,6.25,10.0,31.25,17.0,53.125
16902.0,BLANCO ISD,5.0,Girls,34.0,34.0,100.0,,,,,,,3.0,8.82353,7.0,20.5882,12.0,35.2941,12.0,35.2941
16902.0,BLANCO ISD,5.0,Boys,46.0,46.0,100.0,,,,,2.0,4.34783,5.0,10.8696,5.0,10.8696,13.0,28.2609,21.0,45.6522
16902.0,BLANCO ISD,6.0,Girls,20.0,20.0,100.0,,,2.0,10.0,,,4.0,20.0,2.0,10.0,7.0,35.0,5.0,25.0
16902.0,BLANCO ISD,6.0,Boys,47.0,46.0,97.8723,1.0,2.12766,5.0,10.6383,7.0,14.8936,10.0,21.2766,13.0,27.6596,6.0,12.766,5.0,10.6383
16902.0,BLANCO ISD,7.0,Girls,34.0,34.0,100.0,,,2.0,5.88235,2.0,5.88235,6.0,17.6471,4.0,11.7647,10.0,29.4118,10.0,29.4118
16902.0,BLANCO ISD,7.0,Boys,40.0,40.0,100.0,,,4.0,10.0,3.0,7.5,4.0,10.0,9.0,22.5,12.0,30.0,8.0,20.0
16902.0,BLANCO ISD,8.0,Girls,33.0,33.0,100.0,,,3.0,9.09091,4.0,12.1212,4.0,12.1212,4.0,12.1212,8.0,24.2424,10.0,30.303
16902.0,BLANCO ISD,8.0,Boys,33.0,31.0,93.9394,2.0,6.06061,1.0,3.0303,2.0,6.06061,5.0,15.1515,11.0,33.3333,12.0,36.3636,,
16902.0,BLANCO ISD,9.0,Girls,45.0,45.0,100.0,,,,,3.0,6.66667,9.0,20.0,5.0,11.1111,18.0,40.0,10.0,22.2222
16902.0,BLANCO ISD,9.0,Boys,36.0,35.0,97.2222,1.0,2.77778,2.0,5.55556,4.0,11.1111,6.0,16.6667,7.0,19.4444,16.0,44.4444,,
16902.0,BLANCO ISD,10.0,Girls,37.0,37.0,100.0,,,1.0,2.7027,7.0,18.9189,6.0,16.2162,6.0,16.2162,10.0,27.027,7.0,18.9189
16902.0,BLANCO ISD,10.0,Boys,36.0,36.0,100.0,,,4.0,11.1111,5.0,13.8889,6.0,16.6667,7.0,19.4444,14.0,38.8889,,
16902.0,BLANCO ISD,11.0,Girls,36.0,36.0,100.0,,,2.0,5.55556,3.0,8.33333,6.0,16.6667,8.0,22.2222,10.0,27.7778,7.0,19.4444
16902.0,BLANCO ISD,11.0,Boys,41.0,41.0,100.0,,,2.0,4.87805,5.0,12.1951,4.0,9.7561,8.0,19.5122,17.0,41.4634,5.0,12.1951
16902.0,BLANCO ISD,12.0,Girls,30.0,30.0,100.0,,,3.0,10.0,7.0,23.3333,5.0,16.6667,4.0,13.3333,3.0,10.0,8.0,26.6667
16902.0,BLANCO ISD,12.0,Boys,40.0,40.0,100.0,,,2.0,5.0,4.0,10.0,6.0,15.0,7.0,17.5,13.0,32.5,8.0,20.0
116915.0,BLAND ISD,3.0,Girls,18.0,18.0,100.0,,,,,,,1.0,5.55556,3.0,16.6667,4.0,22.2222,10.0,55.5556
116915.0,BLAND ISD,3.0,Boys,30.0,30.0,100.0,,,,,,,3.0,10.0,5.0,16.6667,5.0,16.6667,17.0,56.6667
116915.0,BLAND ISD,4.0,Girls,19.0,19.0,100.0,,,,,1.0,5.26316,2.0,10.5263,5.0,26.3158,7.0,36.8421,4.0,21.0526
116915.0,BLAND ISD,4.0,Boys,30.0,30.0,100.0,,,,,4.0,13.3333,4.0,13.3333,5.0,16.6667,7.0,23.3333,10.0,33.3333
116915.0,BLAND ISD,5.0,Girls,21.0,21.0,100.0,,,,,,,2.0,9.52381,3.0,14.2857,8.0,38.0952,8.0,38.0952
116915.0,BLAND ISD,5.0,Boys,21.0,21.0,100.0,,,3.0,14.2857,,,3.0,14.2857,5.0,23.8095,8.0,38.0952,2.0,9.52381
116915.0,BLAND ISD,6.0,Girls,23.0,23.0,100.0,,,,,3.0,13.0435,3.0,13.0435,7.0,30.4348,2.0,8.69565,8.0,34.7826
116915.0,BLAND ISD,6.0,Boys,17.0,17.0,100.0,,,,,1.0,5.88235,4.0,23.5294,3.0,17.6471,3.0,17.6471,6.0,35.2941
116915.0,BLAND ISD,7.0,Girls,22.0,22.0,100.0,,,,,2.0,9.09091,3.0,13.6364,3.0,13.6364,4.0,18.1818,10.0,45.4545
116915.0,BLAND ISD,7.0,Boys,17.0,17.0,100.0,,,,,3.0,17.6471,2.0,11.7647,4.0,23.5294,3.0,17.6471,5.0,29.4118
116915.0,BLAND ISD,8.0,Girls,19.0,19.0,100.0,,,,,3.0,15.7895,4.0,21.0526,4.0,21.0526,3.0,15.7895,5.0,26.3158
116915.0,BLAND ISD,8.0,Boys,19.0,19.0,100.0,,,,,1.0,5.26316,6.0,31.5789,2.0,10.5263,3.0,15.7895,7.0,36.8421
116915.0,BLAND ISD,9.0,Girls,14.0,14.0,100.0,,,,,,,,,4.0,28.5714,3.0,21.4286,7.0,50.0
116915.0,BLAND ISD,9.0,Boys,27.0,27.0,100.0,,,,,,,5.0,18.5185,2.0,7.40741,4.0,14.8148,16.0,59.2593
116915.0,BLAND ISD,10.0,Girls,23.0,23.0,100.0,,,,,2.0,8.69565,3.0,13.0435,1.0,4.34783,6.0,26.087,11.0,47.8261
116915.0,BLAND ISD,10.0,Boys,25.0,25.0,100.0,,,,,1.0,4.0,3.0,12.0,3.0,12.0,7.0,28.0,11.0,44.0
116915.0,BLAND ISD,11.0,Girls,20.0,20.0,100.0,,,,,1.0,5.0,2.0,10.0,3.0,15.0,2.0,10.0,12.0,60.0
116915.0,BLAND ISD,11.0,Boys,20.0,20.0,100.0,,,,,,,1.0,5.0,3.0,15.0,6.0,30.0,10.0,50.0
116915.0,BLAND ISD,12.0,Girls,21.0,21.0,100.0,,,1.0,4.7619,1.0,4.7619,2.0,9.52381,8.0,38.0952,7.0,33.3333,2.0,9.52381
116915.0,BLAND ISD,12.0,Boys,17.0,17.0,100.0,,,,,1.0,5.88235,,,4.0,23.5294,6.0,35.2941,6.0,35.2941
25904.0,BLANKET ISD,3.0,Girls,10.0,10.0,100.0,,,,,,,2.0,20.0,1.0,10.0,1.0,10.0,6.0,60.0
25904.0,BLANKET ISD,3.0,Boys,10.0,10.0,100.0,,,,,,,,,,,3.0,30.0,7.0,70.0
25904.0,BLANKET ISD,4.0,Girls,8.0,8.0,100.0,,,,,,,,,,,1.0,12.5,7.0,87.5
25904.0,BLANKET ISD,4.0,Boys,13.0,13.0,100.0,,,1.0,7.69231,,,1.0,7.69231,2.0,15.3846,1.0,7.69231,8.0,61.5385
25904.0,BLANKET ISD,5.0,Girls,9.0,9.0,100.0,,,,,,,1.0,11.1111,2.0,22.2222,3.0,33.3333,3.0,33.3333
25904.0,BLANKET ISD,5.0,Boys,12.0,12.0,100.0,,,,,1.0,8.33333,1.0,8.33333,1.0,8.33333,5.0,41.6667,4.0,33.3333
25904.0,BLANKET ISD,6.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
25904.0,BLANKET ISD,6.0,Boys,6.0,6.0,100.0,,,,,,,,,,,2.0,33.3333,4.0,66.6667
25904.0,BLANKET ISD,7.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
25904.0,BLANKET ISD,7.0,Boys,9.0,9.0,100.0,,,,,,,,,,,4.0,44.4444,5.0,55.5556
25904.0,BLANKET ISD,8.0,Girls,7.0,7.0,100.0,,,1.0,14.2857,,,,,2.0,28.5714,1.0,14.2857,3.0,42.8571
25904.0,BLANKET ISD,8.0,Boys,9.0,8.0,88.8889,1.0,11.1111,,,,,,,1.0,11.1111,3.0,33.3333,4.0,44.4444
25904.0,BLANKET ISD,9.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
25904.0,BLANKET ISD,9.0,Boys,9.0,9.0,100.0,,,,,2.0,22.2222,,,2.0,22.2222,2.0,22.2222,3.0,33.3333
25904.0,BLANKET ISD,10.0,Girls,8.0,8.0,100.0,,,1.0,12.5,,,1.0,12.5,,,2.0,25.0,4.0,50.0
25904.0,BLANKET ISD,10.0,Boys,6.0,6.0,100.0,,,,,,,,,3.0,50.0,1.0,16.6667,2.0,33.3333
25904.0,BLANKET ISD,11.0,Girls,6.0,6.0,100.0,,,,,,,1.0,16.6667,2.0,33.3333,2.0,33.3333,1.0,16.6667
25904.0,BLANKET ISD,11.0,Boys,11.0,11.0,100.0,,,,,,,2.0,18.1818,1.0,9.09091,1.0,9.09091,7.0,63.6364
25904.0,BLANKET ISD,12.0,Girls,12.0,12.0,100.0,,,,,1.0,8.33333,1.0,8.33333,1.0,8.33333,5.0,41.6667,4.0,33.3333
25904.0,BLANKET ISD,12.0,Boys,6.0,6.0,100.0,,,,,,,,,1.0,16.6667,2.0,33.3333,3.0,50.0
34909.0,BLOOMBURG ISD,3.0,Girls,7.0,7.0,100.0,,,,,,,1.0,14.2857,,,1.0,14.2857,5.0,71.4286
34909.0,BLOOMBURG ISD,3.0,Boys,7.0,7.0,100.0,,,,,,,1.0,14.2857,2.0,28.5714,1.0,14.2857,3.0,42.8571
34909.0,BLOOMBURG ISD,4.0,Girls,11.0,11.0,100.0,,,,,1.0,9.09091,2.0,18.1818,,,2.0,18.1818,6.0,54.5455
34909.0,BLOOMBURG ISD,4.0,Boys,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
34909.0,BLOOMBURG ISD,5.0,Girls,13.0,13.0,100.0,,,,,3.0,23.0769,2.0,15.3846,3.0,23.0769,3.0,23.0769,2.0,15.3846
34909.0,BLOOMBURG ISD,5.0,Boys,15.0,15.0,100.0,,,,,3.0,20.0,2.0,13.3333,2.0,13.3333,6.0,40.0,2.0,13.3333
34909.0,BLOOMBURG ISD,6.0,Girls,6.0,6.0,100.0,,,1.0,16.6667,,,,,2.0,33.3333,2.0,33.3333,1.0,16.6667
34909.0,BLOOMBURG ISD,6.0,Boys,7.0,7.0,100.0,,,,,2.0,28.5714,1.0,14.2857,3.0,42.8571,,,1.0,14.2857
34909.0,BLOOMBURG ISD,7.0,Girls,7.0,7.0,100.0,,,,,1.0,14.2857,,,3.0,42.8571,2.0,28.5714,1.0,14.2857
34909.0,BLOOMBURG ISD,7.0,Boys,6.0,6.0,100.0,,,,,1.0,16.6667,2.0,33.3333,1.0,16.6667,1.0,16.6667,1.0,16.6667
34909.0,BLOOMBURG ISD,8.0,Girls,10.0,10.0,100.0,,,,,2.0,20.0,5.0,50.0,2.0,20.0,1.0,10.0,,
34909.0,BLOOMBURG ISD,8.0,Boys,8.0,8.0,100.0,,,,,1.0,12.5,1.0,12.5,2.0,25.0,4.0,50.0,,
34909.0,BLOOMBURG ISD,9.0,Girls,16.0,16.0,100.0,,,,,,,6.0,37.5,4.0,25.0,1.0,6.25,5.0,31.25
34909.0,BLOOMBURG ISD,9.0,Boys,7.0,7.0,100.0,,,,,,,,,2.0,28.5714,4.0,57.1429,1.0,14.2857
34909.0,BLOOMBURG ISD,10.0,Girls,11.0,11.0,100.0,,,,,2.0,18.1818,4.0,36.3636,2.0,18.1818,3.0,27.2727,,
34909.0,BLOOMBURG ISD,10.0,Boys,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
34909.0,BLOOMBURG ISD,11.0,Girls,10.0,10.0,100.0,,,1.0,10.0,2.0,20.0,5.0,50.0,1.0,10.0,1.0,10.0,,
34909.0,BLOOMBURG ISD,11.0,Boys,12.0,12.0,100.0,,,,,2.0,16.6667,2.0,16.6667,3.0,25.0,5.0,41.6667,,
34909.0,BLOOMBURG ISD,12.0,Girls,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5
34909.0,BLOOMBURG ISD,12.0,Boys,9.0,9.0,100.0,,,,,5.0,55.5556,3.0,33.3333,,,1.0,11.1111,,
175902.0,BLOOMING GROVE ISD,3.0,Girls,26.0,26.0,100.0,,,,,,,,,,,8.0,30.7692,18.0,69.2308
175902.0,BLOOMING GROVE ISD,3.0,Boys,29.0,29.0,100.0,,,,,,,1.0,3.44828,2.0,6.89655,8.0,27.5862,18.0,62.069
175902.0,BLOOMING GROVE ISD,4.0,Girls,26.0,26.0,100.0,,,,,,,,,1.0,3.84615,8.0,30.7692,17.0,65.3846
175902.0,BLOOMING GROVE ISD,4.0,Boys,31.0,31.0,100.0,,,,,,,2.0,6.45161,5.0,16.129,9.0,29.0323,15.0,48.3871
175902.0,BLOOMING GROVE ISD,5.0,Girls,29.0,29.0,100.0,,,,,,,,,5.0,17.2414,8.0,27.5862,16.0,55.1724
175902.0,BLOOMING GROVE ISD,5.0,Boys,31.0,31.0,100.0,,,,,1.0,3.22581,2.0,6.45161,7.0,22.5806,12.0,38.7097,9.0,29.0323
175902.0,BLOOMING GROVE ISD,6.0,Girls,27.0,27.0,100.0,,,,,1.0,3.7037,3.0,11.1111,8.0,29.6296,7.0,25.9259,8.0,29.6296
175902.0,BLOOMING GROVE ISD,6.0,Boys,44.0,44.0,100.0,,,,,1.0,2.27273,2.0,4.54545,14.0,31.8182,16.0,36.3636,11.0,25.0
175902.0,BLOOMING GROVE ISD,7.0,Girls,39.0,39.0,100.0,,,1.0,2.5641,,,2.0,5.12821,5.0,12.8205,9.0,23.0769,22.0,56.4103
175902.0,BLOOMING GROVE ISD,7.0,Boys,31.0,31.0,100.0,,,1.0,3.22581,,,,,4.0,12.9032,11.0,35.4839,15.0,48.3871
175902.0,BLOOMING GROVE ISD,8.0,Girls,35.0,35.0,100.0,,,,,2.0,5.71429,5.0,14.2857,7.0,20.0,5.0,14.2857,16.0,45.7143
175902.0,BLOOMING GROVE ISD,8.0,Boys,35.0,35.0,100.0,,,,,,,,,5.0,14.2857,8.0,22.8571,22.0,62.8571
175902.0,BLOOMING GROVE ISD,9.0,Girls,28.0,27.0,96.4286,1.0,3.57143,,,1.0,3.57143,3.0,10.7143,5.0,17.8571,5.0,17.8571,13.0,46.4286
175902.0,BLOOMING GROVE ISD,9.0,Boys,29.0,29.0,100.0,,,1.0,3.44828,3.0,10.3448,3.0,10.3448,3.0,10.3448,8.0,27.5862,11.0,37.931
175902.0,BLOOMING GROVE ISD,10.0,Girls,31.0,31.0,100.0,,,6.0,19.3548,6.0,19.3548,4.0,12.9032,3.0,9.67742,4.0,12.9032,8.0,25.8065
175902.0,BLOOMING GROVE ISD,10.0,Boys,24.0,24.0,100.0,,,,,2.0,8.33333,2.0,8.33333,5.0,20.8333,5.0,20.8333,10.0,41.6667
175902.0,BLOOMING GROVE ISD,11.0,Girls,31.0,31.0,100.0,,,4.0,12.9032,2.0,6.45161,2.0,6.45161,7.0,22.5806,9.0,29.0323,7.0,22.5806
175902.0,BLOOMING GROVE ISD,11.0,Boys,34.0,34.0,100.0,,,1.0,2.94118,3.0,8.82353,4.0,11.7647,3.0,8.82353,11.0,32.3529,12.0,35.2941
175902.0,BLOOMING GROVE ISD,12.0,Girls,31.0,31.0,100.0,,,1.0,3.22581,2.0,6.45161,5.0,16.129,9.0,29.0323,7.0,22.5806,7.0,22.5806
175902.0,BLOOMING GROVE ISD,12.0,Boys,37.0,37.0,100.0,,,,,,,1.0,2.7027,7.0,18.9189,15.0,40.5405,14.0,37.8378
235901.0,BLOOMINGTON ISD,3.0,Girls,34.0,34.0,100.0,,,,,1.0,2.94118,2.0,5.88235,10.0,29.4118,15.0,44.1176,6.0,17.6471
235901.0,BLOOMINGTON ISD,3.0,Boys,35.0,35.0,100.0,,,,,1.0,2.85714,6.0,17.1429,8.0,22.8571,10.0,28.5714,10.0,28.5714
235901.0,BLOOMINGTON ISD,4.0,Girls,24.0,24.0,100.0,,,,,,,,,4.0,16.6667,11.0,45.8333,9.0,37.5
235901.0,BLOOMINGTON ISD,4.0,Boys,24.0,24.0,100.0,,,,,1.0,4.16667,5.0,20.8333,6.0,25.0,9.0,37.5,3.0,12.5
235901.0,BLOOMINGTON ISD,5.0,Girls,32.0,31.0,96.875,1.0,3.125,,,2.0,6.25,1.0,3.125,7.0,21.875,12.0,37.5,9.0,28.125
235901.0,BLOOMINGTON ISD,5.0,Boys,25.0,25.0,100.0,,,1.0,4.0,2.0,8.0,5.0,20.0,7.0,28.0,8.0,32.0,2.0,8.0
235901.0,BLOOMINGTON ISD,6.0,Girls,34.0,34.0,100.0,,,,,5.0,14.7059,15.0,44.1176,12.0,35.2941,2.0,5.88235,,
235901.0,BLOOMINGTON ISD,6.0,Boys,27.0,27.0,100.0,,,,,5.0,18.5185,13.0,48.1481,9.0,33.3333,,,,
235901.0,BLOOMINGTON ISD,7.0,Girls,33.0,33.0,100.0,,,,,,,11.0,33.3333,16.0,48.4848,6.0,18.1818,,
235901.0,BLOOMINGTON ISD,7.0,Boys,27.0,26.0,96.2963,1.0,3.7037,,,1.0,3.7037,13.0,48.1481,12.0,44.4444,,,,
235901.0,BLOOMINGTON ISD,8.0,Girls,35.0,35.0,100.0,,,,,,,6.0,17.1429,17.0,48.5714,12.0,34.2857,,
235901.0,BLOOMINGTON ISD,8.0,Boys,35.0,35.0,100.0,,,,,1.0,2.85714,19.0,54.2857,15.0,42.8571,,,,
235901.0,BLOOMINGTON ISD,9.0,Girls,29.0,28.0,96.5517,1.0,3.44828,1.0,3.44828,,,2.0,6.89655,20.0,68.9655,5.0,17.2414,,
235901.0,BLOOMINGTON ISD,9.0,Boys,21.0,21.0,100.0,,,,,4.0,19.0476,7.0,33.3333,2.0,9.52381,8.0,38.0952,,
235901.0,BLOOMINGTON ISD,10.0,Girls,17.0,17.0,100.0,,,,,3.0,17.6471,3.0,17.6471,10.0,58.8235,1.0,5.88235,,
235901.0,BLOOMINGTON ISD,10.0,Boys,22.0,22.0,100.0,,,,,4.0,18.1818,4.0,18.1818,13.0,59.0909,1.0,4.54545,,
